Nov 26, 2023 12:15:30 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock C:\Users\User\GitRepositories\Karaf\lock
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Nov 26, 2023 12:15:32 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2023-11-26T12:15:32,907 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 7 - org.ops4j.pax.logging.pax-logging-api - 2.2.3 | Sending Event Admin notification (configuration successful) to org/ops4j/pax/logging/Configuration
2023-11-26T12:32:41,866 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,867 | INFO  | activator-1-thread-1 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,875 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.instance.core/4.4.4
2023-11-26T12:32:41,891 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.jaas.command/4.4.4
2023-11-26T12:32:41,892 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.4
2023-11-26T12:32:41,894 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Updating commands for bundle org.apache.karaf.jaas.command/4.4.4
2023-11-26T12:32:41,897 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Command registration delayed for bundle org.apache.karaf.kar.core/4.4.4. Missing service: [org.apache.karaf.kar.KarService]
2023-11-26T12:32:41,904 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.log.core/4.4.4
2023-11-26T12:32:41,906 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.package.core/4.4.4
2023-11-26T12:32:41,909 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.service.core/4.4.4
2023-11-26T12:32:41,919 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.shell.commands/4.4.4
2023-11-26T12:32:41,947 | INFO  | activator-1-thread-2 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Unregistering commands for bundle org.apache.karaf.log.core/4.4.4
2023-11-26T12:32:41,948 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,949 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,949 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,950 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,950 | INFO  | activator-1-thread-2 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.log.core/4.4.4
2023-11-26T12:32:41,950 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,951 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Unregistering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@41303bb5 with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,951 | WARN  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Task rejected for JMX Notification dispatch of event [org.osgi.framework.ServiceEvent[source=[javax.management.MBeanServer]]] - Dispatcher may have been shutdown
2023-11-26T12:32:41,954 | WARN  | activator-1-thread-2 | Activator                        | 40 - org.apache.karaf.management.server - 4.4.4 | java.rmi.server.hostname system property is already set to 127.0.0.1. Apache Karaf doesn't override it
2023-11-26T12:32:41,963 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.BundleStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@60cca39c with name osgi.core:type=bundleState,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,963 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.wiring.BundleWiringStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@60cca39c with name osgi.core:type=wiringState,version=1.1,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,964 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.ServiceStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@60cca39c with name osgi.core:type=serviceState,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,964 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.service.cm.ConfigurationAdminMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@60cca39c with name osgi.compendium:service=cm,version=1.3,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,966 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.FrameworkMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@60cca39c with name osgi.core:type=framework,version=1.7,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:41,966 | INFO  | activator-1-thread-2 | core                             | 24 - org.apache.aries.jmx.core - 1.1.8 | Registering org.osgi.jmx.framework.PackageStateMBean to MBeanServer org.apache.karaf.management.internal.EventAdminMBeanServerWrapper@60cca39c with name osgi.core:type=packageState,version=1.5,framework=org.apache.felix.framework,uuid=6c20ac39-7fa8-4ef6-b4ab-ba358bd11c6b
2023-11-26T12:32:42,164 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Command registration delayed for bundle org.apache.karaf.shell.ssh/4.4.4. Missing service: [org.apache.sshd.server.SshServer]
2023-11-26T12:32:42,183 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.system.core/4.4.4
2023-11-26T12:32:42,193 | INFO  | FelixStartLevel  | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.event/4.4.4
2023-11-26T12:32:42,296 | INFO  | activator-1-thread-1 | BouncyCastleSecurityProviderRegistrar | 47 - org.apache.sshd.osgi - 2.10.0 | getOrCreateProvider(BC) created instance of org.bouncycastle.jce.provider.BouncyCastleProvider
2023-11-26T12:32:42,520 | INFO  | activator-1-thread-2 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.features.command/4.4.4
2023-11-26T12:32:42,522 | INFO  | activator-1-thread-3 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.kar.core/4.4.4
2023-11-26T12:32:42,525 | INFO  | activator-1-thread-2 | Activator                        | 28 - org.apache.karaf.deployer.features - 4.4.4 | Deployment finished. Registering FeatureDeploymentListener
2023-11-26T12:32:42,800 | INFO  | activator-1-thread-1 | CommandExtension                 | 44 - org.apache.karaf.shell.core - 4.4.4 | Registering commands for bundle org.apache.karaf.shell.ssh/4.4.4
2023-11-26T12:32:42,806 | INFO  | activator-1-thread-1 | DefaultIoServiceFactoryFactory   | 47 - org.apache.sshd.osgi - 2.10.0 | No detected/configured IoServiceFactoryFactory; using Nio2ServiceFactoryFactory
